"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"01249",-23.547565948929552,-46.669770433954575,"sao paulo","SP"
"01245",-23.547914025535217,-46.664273032748596,"sao paulo","SP"
"01236",-23.541874458797306,-46.6672391708407,"sao paulo","SP"
"01254",-23.540821910352587,-46.68239360560333,"sao paulo","SP"
"01256",-23.548859905360928,-46.68210032500435,"sao paulo","SP"
"01210",-23.539996822926877,-46.6424285291419,"sao paulo","SP"
"01212",-23.5384235523112,-46.64147712698362,"sao paulo","SP"
"01206",-23.537089561746264,-46.641868267124565,"sao paulo","SP"
"01255",-23.54945529892085,-46.68025542368279,"sao paulo","SP"
"01251",-23.550832299469114,-46.675339118385295,"sao paulo","SP"
"01213",-23.537147363869767,-46.641136647094505,"sao paulo","SP"
"01225",-23.539566551762928,-46.64755259394659,"sao paulo","SP"
"01223",-23.543785477927216,-46.64801102262104,"sao paulo","SP"
"01205",-23.54048431057761,-46.63963631279931,"sao paulo","SP"
"01250",-23.547754792659788,-46.672017615471106,"sao paulo","SP"
"01235",-23.53408084762538,-46.66306879753587,"sao paulo","SP"
"01214",-23.53999726087134,-46.64629704336868,"sao paulo","SP"
"01217",-23.533844773241405,-46.649406636130216,"sao paulo","SP"
"01208",-23.53772170912922,-46.638439109210005,"sao paulo","SP"
"01218",-23.52930058979165,-46.647196617260114,"sao paulo","SP"
"01259",-23.540108002143803,-46.688741112195714,"sao paulo","SP"
"01207",-23.53890926894223,-46.63880720260835,"sao paulo","SP"
"01204",-23.53212525950718,-46.646986845547886,"sao paulo","SP"
"01257",-23.54280134745248,-46.68762812389655,"sao paulo","SP"
"01227",-23.551528557043053,-46.660556924490855,"sao paulo","SP"
"01242",-23.546036692480786,-46.659234221622704,"sao paulo","SP"
"01224",-23.54306282653356,-46.65323196003804,"sao paulo","SP"
"01209",-23.541877100467453,-46.64328732154189,"sao paulo","SP"
"01221",-23.54672139494492,-46.6474843247159,"sao paulo","SP"
"01248",-23.547336999163274,-46.66800983458364,"sao paulo","SP"
"01238",-23.545262137111173,-46.652460296699154,"sao paulo","SP"
"01233",-23.536432791563268,-46.662136045934545,"sao paulo","SP"
"01201",-23.534322181516533,-46.65285188106644,"sao paulo","SP"
"01219",-23.541477496249083,-46.64613024271452,"sao paulo","SP"
"01203",-23.5396986397369,-46.642410681920545,"sao paulo","SP"
"01234",-23.53592937829649,-46.66279788121068,"sao paulo","SP"
"01202",-23.530852057735547,-46.650476660568934,"sao paulo","SP"
"01216",-23.530270631138574,-46.644459271019706,"sao paulo","SP"
"01230",-23.540613871977488,-46.658389022407675,"sao paulo","SP"
"01252",-23.54248095999793,-46.67732383199128,"sao paulo","SP"
"01258",-23.54252737440135,-46.6865758379305,"sao paulo","SP"
"01243",-23.550302718176,-46.654803966146936,"sao paulo","SP"
"01241",-23.546375424086808,-46.65520002692021,"sao paulo","SP"
"01226",-23.54342291035259,-46.65459096003805,"sao paulo","SP"
"01232",-23.53398351318597,-46.65963589563741,"sao paulo","SP"
"01228",-23.537361901481123,-46.65445004039496,"sao paulo","SP"
"01211",-23.53647637691152,-46.650924932281114,"sao paulo","SP"
"01229",-23.537313167638057,-46.65604201387845,"sao paulo","SP"
"01239",-23.54689848182236,-46.656483276155605,"sao paulo","SP"
"01240",-23.543762752697848,-46.658558012205006,"sao paulo","SP"
"01220",-23.545690072162277,-46.64667342728946,"sao paulo","SP"
"01246",-23.55332694393789,-46.66630440244675,"sao paulo","SP"
"01231",-23.534132532056088,-46.65863855037795,"sao paulo","SP"
"01215",-23.534826589791635,-46.646355117260114,"sao paulo","SP"
"01244",-23.547793232586976,-46.660642895493176,"sao paulo","SP"
"01222",-23.54540249235395,-46.64702152553522,"sao paulo","SP"
"01307",-23.55681159977497,-46.65713483250617,"sao bernardo do campo","SP"
"01320",-23.557888467107183,-46.6395537732414,"sao paulo","SP"
"01324",-23.556808959201327,-46.64288179239999,"sao paulo","SP"
"01304",-23.55402727837729,-46.6559336575105,"sao paulo","SP"
"01302",-23.54919747377228,-46.6529333782965,"sao paulo","SP"
"01325",-23.560173199001664,-46.64478299278664,"sao paulo","SP"
"01332",-23.560307570633068,-46.65335920650347,"sao paulo","SP"
"01328",-23.555755445467106,-46.64885173688614,"sao paulo","SP"
"01329",-23.561438311962604,-46.64779376588381,"sao paulo","SP"
"01333",-23.567323326129518,-46.64589964389184,"sao paulo","SP"
"01330",-23.55681762392521,-46.64986083625707,"sao paulo","SP"
"01316",-23.55298158090484,-46.63977389064572,"sao paulo","SP"
"01327",-23.565219296699173,-46.6451517253736,"sao paulo","SP"
"01322",-23.563507620318532,-46.64333518789315,"sao paulo","SP"
"01315",-23.555460206763293,-46.639994050233724,"sao paulo","SP"
"01308",-23.55512744685208,-46.65210484401868,"sao paulo","SP"
"01311",-23.571018376363245,-46.64477790550515,"sao paulo","SP"
"01313",-23.55479461449014,-46.64857856771886,"sao paulo","SP"
"01312",-23.5560491115292,-46.64974666729382,"sao paulo","SP"
"01310",-23.56495811933758,-46.65213530737498,"sao paulo","SP"
"01331",-23.5600809045242,-46.65045114931619,"sao paulo","SP"
"01321",-23.56607105912052,-46.64283350914658,"sao paulo","SP"
"01326",-23.556088571469783,-46.6456822013676,"sao paulo","SP"
"01305",-23.551689363033038,-46.651384341104524,"sao paulo","SP"
"01314",-23.55139190065773,-46.64411085400203,"sao paulo","SP"
"01319",-23.55156260866176,-46.640212973079784,"sao paulo","SP"
"01318",-23.555771764343227,-46.63955301661245,"sao paulo","SP"
"01309",-23.556080169023037,-46.6584614007733,"sao paulo","SP"
"01307",-23.553325174562964,-46.652456021380274,"sao paulo","SP"
"01306",-23.554369372468123,-46.65015387621902,"sao paulo","SP"
"01317",-23.554133985636888,-46.63862617682045,"sao paulo","SP"
"01301",-23.552973513185968,-46.65918700069247,"sao paulo","SP"
"01303",-23.55100618013154,-46.64789079476592,"sao paulo","SP"
"01323",-23.5617525,-46.640457,"sao paulo","SP"
"01430",-23.56864709241738,-46.672630491805684,"sao paulo","SP"
"01429",-23.57482409963074,-46.66351199901904,"sao paulo","SP"
"01431",-23.88229668304573,-46.64332307522069,"sao paulo","SP"
"01438",-23.570942772693147,-46.67356234248948,"sao paulo","SP"
"01472",-23.57054369248079,-46.69129667943905,"sao paulo","SP"
"01439",-23.565323577846407,-46.67200567262973,"sao paulo","SP"
"01440",-23.569860437128558,-46.67965704509785,"sao paulo","SP"
"01434",-23.577647856512176,-46.66981959922671,"sao paulo","SP"
"01412",-23.565026169023053,-46.66746962476193,"sao paulo","SP"
"01428",-23.57508069885743,-46.66071296197129,"sao paulo","SP"
"01489",-23.576649988891482,-46.68740004775215,"sao paulo","SP"
"01427",-23.57498236940969,-46.659520598245756,"sao paulo","SP"
"01413",-23.564525605055085,-46.666861674851425,"sao paulo","SP"
"01445",-23.57296226227714,-46.68775570344507,"sao paulo","SP"
"01447",-23.57433988037396,-46.68202924646543,"sao paulo","SP"
"01450",-23.574924503462444,-46.68465052553523,"sao paulo","SP"
"01425",-23.570989711899177,-46.66186178088745,"sao paulo","SP"
"01437",-23.572404732731194,-46.67279275243804,"sao paulo","SP"
"01436",-23.57463598917996,-46.67170901817765,"sao paulo","SP"
"01408",-23.56422826977895,-46.65806375575625,"sao paulo","SP"
"01454",-23.583807156818015,-46.68951135345376,"sao paulo","SP"
"01418",-23.563121735100218,-46.656566708353616,"sao paulo","SP"
"01414",-23.560347051780397,-46.664168486993745,"sao paulo","SP"
"01422",-23.566065370794664,-46.65858241381504,"sao paulo","SP"
"01457",-23.573099723296146,-46.69259682930353,"sao paulo","SP"
"01435",-23.58151925301514,-46.66800493760132,"sao paulo","SP"
"01441",-23.57770998586173,-46.69330789771486,"sao paulo","SP"
"01417",-23.56102893173287,-46.66694115987645,"sao paulo","SP"
"01453",-23.58557088372084,-46.68768061350921,"sao paulo","SP"
"01448",-23.574541819320196,-46.676719911333535,"sao paulo","SP"
"01442",-23.56445691672923,-46.675933595071776,"sao paulo","SP"
"01444",-23.56992664279533,-46.68413515292288,"sao paulo","SP"
"01443",-23.56725149486411,-46.68013034624039,"sao paulo","SP"
"01406",-23.56672073604943,-46.65886543603203,"sao paulo","SP"
"01452",-23.570810444514546,-46.69077501106554,"sao paulo","SP"
"01449",-23.573217939494487,-46.68008071051418,"sao paulo","SP"
"01410",-23.558595737434405,-46.65657075535223,"sao paulo","SP"
"01446",-23.57718182598529,-46.679575578683135,"sao paulo","SP"
"01433",-23.581299226758595,-46.670105896618345,"sao paulo","SP"
"01416",-23.55951039494492,-46.66706390175425,"sao paulo","SP"
"01404",-23.56777067583237,-46.65504149027648,"sao paulo","SP"
"01432",-23.576810260055442,-46.665493324167635,"sao paulo","SP"
"01401",-23.57538559651848,-46.65718691736133,"sao paulo","SP"
"01402",-23.567787000000006,-46.649099250000006,"sao paulo","SP"
"01407",-23.578879085492467,-46.675828488198995,"sao paulo","SP"
"01421",-23.56341910796927,-46.66007218013154,"sao paulo","SP"
"01403",-23.5688994163252,-46.65327886164808,"sao paulo","SP"
"01419",-23.55684757813488,-46.663709086184966,"sao paulo","SP"
"01423",-23.570861772693142,-46.65683162476193,"sao paulo","SP"
"01411",-23.568982680535573,-46.66420100193322,"sao paulo","SP"
"01451",-23.58252357285476,-46.68346879655494,"sao paulo","SP"
"01420",-23.568725880662427,-46.651751192625035,"sao paulo","SP"
"01415",-23.551983062727214,-46.65473309547579,"sao paulo","SP"
"01426",-23.568276436032036,-46.66318283764205,"sao paulo","SP"
"01456",-23.578010349991303,-46.69048033083272,"sao paulo","SP"
"01424",-23.56264231112588,-46.66724170760001,"sao paulo","SP"
"01409",-23.56895368887411,-46.665323733135224,"sao paulo","SP"
"01455",-23.580609790096464,-46.69306692234056,"sao paulo","SP"
"01405",-23.565046285590665,-46.65511967583239,"sao paulo","SP"
"01502",-23.554673505310358,-46.63552025265517,"sao paulo","SP"
"01517",-23.559397555081162,-46.62377125714126,"sao paulo","SP"
"01553",-23.576345490174667,-46.60925096788949,"sao paulo","SP"
"01552",-23.57195506855559,-46.61119233625707,"sao paulo","SP"
"01533",-23.56889556174625,-46.639060910352576,"sao paulo","SP"
"01540",-23.56581905912052,-46.619305915488475,"sao paulo","SP"
"01522",-23.56237977434865,-46.61708488717433,"sao paulo","SP"
"01523",-23.563035597005005,-46.6162648956374,"sao paulo","SP"
"01505",-23.55537948903573,-46.63229403136362,"sao paulo","SP"
"01501",-23.5519775959627,-46.6353139177656,"sao paulo","SP"
"01548",-23.579437536499487,-46.61429131210683,"sao paulo","SP"
"01538",-23.580519987544346,-46.624625594695175,"sao paulo","SP"
"01513",-23.554953,-46.631954032748595,"sao paulo","SP"
"01510",-23.556183663887147,-46.63353748251487,"sao paulo","SP"
"01512",-23.553145760747928,-46.62867092867446,"sao paulo","SP"
"01544",-23.576922503462445,-46.622911919095145,"sao paulo","SP"
"01518",-23.55893044463037,-46.622923737578624,"sao paulo","SP"
"01551",-23.570797777684803,-46.61199248265909,"sao paulo","SP"
"01539",-23.57177598029316,-46.61996080919265,"sao paulo","SP"
"01547",-23.58221148542904,-46.62592091035259,"sao paulo","SP"
"01545",-23.581373061053768,-46.6178758329102,"sao paulo","SP"
"01507",-23.55820562585844,-46.62815418359399,"sao paulo","SP"
"01541",-23.57173160866176,-46.617510615586674,"sao paulo","SP"
"01528",-23.56432400950281,-46.62865860415085,"sao paulo","SP"
"01516",-23.554455631975284,-46.62508397307979,"sao paulo","SP"
"01535",-23.57051810713256,-46.625079289485775,"sao paulo","SP"
"01543",-23.575805161261425,-46.62015477047145,"sao paulo","SP"
"01546",-23.580807443245398,-46.623771655144566,"sao paulo","SP"
"01506",-23.55932448542905,-46.63494317485141,"sao paulo","SP"
"01530",-23.568040532148306,-46.62817765366745,"sao paulo","SP"
"01525",-23.56168926449883,-46.633014413411004,"sao paulo","SP"
"01537",-23.570057304749252,-46.622211272116225,"sao paulo","SP"
"01504",-23.565757274770622,-46.63965284055625,"sao paulo","SP"
"01549",-23.576045218420038,-46.616962944774606,"sao paulo","SP"
"01509",-23.564204035807,-46.635567888568275,"sao paulo","SP"
"01521",-23.560756921172622,-46.62318386802472,"sao paulo","SP"
"01534",-23.56771879185544,-46.626243530931966,"sao paulo","SP"
"01524",-23.56722896808813,-46.615417360118855,"sao paulo","SP"
"01526",-23.565828341941234,-46.63101585804138,"sao paulo","SP"
"01511",-23.56072295337296,-46.63277989454088,"sao paulo","SP"
"01531",-23.570982072998987,-46.63208640867915,"sao paulo","SP"
"01536",-23.57381119539499,-46.62453130154659,"sao paulo","SP"
"01514",-23.55896840383171,-46.630667279069776,"sao paulo","SP"
"01550",-23.57506794809284,-46.618115500692475,"sao paulo","SP"
"01532",-23.573961042183647,-46.63587562877265,"sao paulo","SP"
"01519",-23.561657077442387,-46.627435503606684,"sao paulo","SP"
"01520",-23.561253691644072,-46.61913982889949,"sao paulo","SP"
"01527",-23.56159056667293,-46.63012809671422,"sao paulo","SP"
"01529",-23.564281306682478,-46.62995749362337,"sao paulo","SP"
"01503",-23.559843666397306,-46.63788592449085,"sao paulo","SP"
"01508",-23.56059470107913,-46.636081836805346,"sao paulo","SP"
"01542",-23.57154683152522,-46.62392961587511,"sao paulo","SP"
"02009",-23.515799103830265,-46.64113909097136,"sao paulo","SP"
"02031",-23.5119253979115,-46.62884887702652,"sao paulo","SP"
"02047",-23.516228288983875,-46.62184108234091,"sao paulo","SP"
"02088",-23.504240259718838,-46.620742066583865,"sao paulo","SP"
"02049",-23.513357363571693,-46.618618542867715,"sao paulo","SP"
"02050",-23.517226099919192,-46.61412773091352,"sao paulo","SP"
"02069",-23.50612146211553,-46.613502570777285,"sao paulo","SP"
"02089",-23.517094484592327,-46.616673100755904,"sao paulo","SP"
"02081",-23.495812501529212,-46.603483790034076,"sao paulo","SP"
"02030",-23.503295945058717,-46.624583222310115,"sao paulo","SP"
"02085",-23.498607801180626,-46.613407889708775,"sao paulo","SP"
"02065",-23.50933273327946,-46.60554417816963,"sao paulo","SP"
"02079",-23.499064581741553,-46.604889204137535,"sao paulo","SP"
"02041",-23.488213767413026,-46.62102958367479,"sao paulo","SP"
"02036",-23.50208426331109,-46.620351286554396,"sao paulo","SP"
"02060",-23.51927105912053,-46.60420356425642,"sao paulo","SP"
"02064",-23.51707022952855,-46.59599701027178,"sao paulo","SP"
"02045",-23.49545168443072,-46.61640456272721,"sao paulo","SP"
"02055",-23.514571456835398,-46.604422917565934,"sao paulo","SP"
"02019",-23.499199445467106,-46.630971953372956,"sao paulo","SP"
"02012",-23.50906783651687,-46.627588680968245,"sao paulo","SP"
"02016",-23.50118554371285,-46.62721984347043,"sao paulo","SP"
"02011",-23.507674383718747,-46.62628976938021,"sao paulo","SP"
"02035",-23.495784642247067,-46.622109592850045,"sao paulo","SP"
"02080",-23.49719921371685,-46.60853015459633,"sao paulo","SP"
"02073",-23.50114032361937,-46.60750393450282,"sao paulo","SP"
"02034",-23.50300805912052,-46.625965831669454,"sao paulo","SP"
"02084",-23.49579739355993,-46.600631056898834,"sao paulo","SP"
"02046",-23.49098544240869,-46.61220284055624,"sao paulo","SP"
"02051",-23.504991286427387,-46.60546696947311,"sao paulo","SP"
"02076",-23.506766884269094,-46.599579833602675,"sao paulo","SP"
"02033",-23.503715444630384,-46.62032039064572,"sao paulo","SP"
"02044",-23.49352673189448,-46.61754531043338,"sao paulo","SP"
"02020",-23.49599337262425,-46.63561623553604,"sao paulo","SP"
"02054",-23.51636255037796,-46.60569249861501,"sao paulo","SP"
"02053",-23.514267704834122,-46.603310815873925,"sao paulo","SP"
"02071",-23.50202928059899,-46.61025995697964,"sao paulo","SP"
"02075",-23.50456951234925,-46.600217129897814,"sao paulo","SP"
"02056",-23.511235473772288,-46.604144619481794,"sao paulo","SP"
"02017",-23.50017552178431,-46.63004299417162,"sao paulo","SP"
"02038",-23.49453993949449,-46.624657123088475,"sao paulo","SP"
"02082",-23.494670727999353,-46.609653122396004,"sao paulo","SP"
"02013",-23.502140528449413,-46.63502346725141,"sao paulo","SP"
"02042",-23.487162956979628,-46.61893561143172,"sao paulo","SP"
"02037",-23.49987949624909,-46.62293307799064,"sao paulo","SP"
"02074",-23.509075809596663,-46.59346383582439,"sao paulo","SP"
"02039",-23.492267475058593,-46.62422380167987,"sao paulo","SP"
"02021",-23.49930611518263,-46.636382985573256,"sao paulo","SP"
"02028",-23.509644589167987,-46.61937144583994,"sao paulo","SP"
"02022",-23.50433565610809,-46.63613983810171,"sao paulo","SP"
"02032",-23.511381927703574,-46.62392355220118,"sao paulo","SP"
"02072",-23.50021581764675,-46.60575947002136,"sao paulo","SP"
"02040",-23.488619324717398,-46.62214135267191,"sao paulo","SP"
"02052",-23.52073166833056,-46.60909138190317,"sao paulo","SP"
"02018",-23.50015005159061,-46.62643629433049,"sao paulo","SP"
"02077",-23.500462473772288,-46.59615261948179,"sao paulo","SP"
"02078",-23.503246512349246,-46.59489719248079,"sao paulo","SP"
"02067",-23.507538056062106,-46.59591854648282,"sao paulo","SP"
"02083",-23.493872357204676,-46.59882309005144,"sao paulo","SP"
"02068",-23.51210638856828,-46.61089743282939,"sao paulo","SP"
"02043",-23.487554081910357,-46.61733952550087,"sao paulo","SP"
"02010",-23.50012392805429,-46.62578319001199,"sao paulo","SP"
"02066",-23.508422088262428,-46.608426115730886,"sao paulo","SP"
"02029",-23.510295837640253,-46.618744081179884,"sao paulo","SP"
"02146",-23.500957023313518,-46.570882263950566,"sao paulo","SP"
"02116",-23.51597814876793,-46.582169967107184,"sao paulo","RN"
"02175",-23.515196383294477,-46.576115697100846,"sao paulo","SP"
"02152",-23.498914672773942,-46.57228091090083,"sao paulo","SP"
"02147",-23.49716711043531,-46.56511343659388,"sao paulo","SP"
"02136",-23.501811604766623,-46.58310665875125,"sao paulo","SP"
"02177",-23.51165664002537,-46.570295514570944,"sao paulo","SP"
"02145",-23.502788226096424,-46.5667425,"sao paulo","SP"
"02125",-23.50861076325809,-46.587603535807,"sao paulo","SP"
"02116",-23.518746122320643,-46.58305800254836,"sao paulo","SP"
"02150",-23.49479587844073,-46.56834652816095,"sao paulo","SP"
"02133",-23.495765186508194,-46.582301106295844,"sao paulo","SP"
"02138",-23.49563895559465,-46.57419024118531,"sao paulo","SP"
"02151",-23.497092219545227,-46.56903967415892,"sao paulo","SP"
"02187",-23.519542631138574,-46.56509986317728,"sao paulo","SP"
"02135",-23.49984313705137,-46.59072462127346,"sao paulo","SP"
"02129",-23.504550789341565,-46.5875271880374,"sao paulo","SP"
"02168",-23.522186242796284,-46.57970414962962,"sao paulo","SP"
"02137",-23.49789338663504,-46.576424629205334,"sao paulo","SP"
"02178",-23.521183333891138,-46.57104303857697,"sao paulo","SP"
"02115",-23.526499508561297,-46.591885935036096,"sao paulo","SP"
"02190",-23.50980594087947,-46.56290822231521,"sao paulo","SP"
"02162",-23.491106947544576,-46.56250345671982,"sao paulo","SP"
"02180",-23.518663658895488,-46.565893471146545,"sao paulo","SP"
"02110",-23.520404326389322,-46.59592467554391,"sao paulo","SP"
"02170",-23.529402641118732,-46.59244042154087,"sao paulo","SP"
"02179",-23.520153877315543,-46.56863248459232,"sao paulo","SP"
"02174",-23.522580515203767,-46.57335756306164,"sao paulo","SP"
"02167",-23.522560344711184,-46.58430716833056,"sao paulo","SP"
"02143",-23.506216480985646,-46.5748183447112,"sao paulo","SP"
"02142",-23.511587490420705,-46.57771221593854,"sao paulo","SP"
"02117",-23.51807042203993,-46.59393030272233,"sao paulo","SP"
"02122",-23.51220054815625,-46.581752116019366,"sao paulo","SP"
"02176",-23.510779103525877,-46.57284414363203,"sao paulo","SP"
"02134",-23.497542658580922,-46.578593033154746,"sao paulo","SP"
"02120",-23.51041662910784,-46.59421774735937,"sao paulo","SP"
"02189",-23.50794252178431,-46.56971216472388,"sao paulo","SP"
"02131",-23.502764907537934,-46.581892636722,"sao paulo","SP"
"02127",-23.509644401610018,-46.585916827226036,"sao paulo","SP"
"02113",-23.521340201695327,-46.59191459917195,"sao paulo","SP"
"02144",-23.50463631653683,-46.5707832870148,"sao paulo","SP"
"02161",-23.485945274770607,-46.56758560283338,"sao paulo","SP"
"02123",-23.51334311878931,-46.5802364439379,"sao paulo","SP"
"02185",-23.51329300582837,-46.567851014426715,"sao paulo","SP"
"02118",-23.513913871871843,-46.59191770577693,"sao paulo","SP"
"02119",-23.513593871775626,-46.592991157366285,"sao paulo","SP"
"02186",-23.514175121011014,-46.5701716054591,"sao paulo","SP"
"02139",-23.488136999999995,-46.573782967251404,"sao paulo","SP"
"02112",-23.521201529520386,-46.593363033885076,"sao paulo","SP"
"02181",-23.52004347737897,-46.56404238481736,"sao paulo","SP"
"02126",-23.50663219900167,-46.593663532748565,"sao paulo","SP"
"02130",-23.508716406053413,-46.58366963434123,"sao paulo","SP"
"02141",-23.48860954731953,-46.57107116472386,"sao paulo","SP"
"02121",-23.51300390590918,-46.58745722078599,"sao paulo","SP"
"02169",-23.590566001050625,-46.782444807449856,"sao paulo","SP"
"02128",-23.507074697472447,-46.59422225575626,"sao paulo","SP"
"02124",-23.511547393559944,-46.58090540951586,"sao paulo","SP"
"02114",-23.522286921764852,-46.5913564361766,"sao paulo","SP"
"02188",-23.505040906745897,-46.56727988565411,"sao paulo","SP"
